,Country Name,Indicator Name,Region,Unnamed: 0,Unnamed: 0.1,Unnamed: 5,Value,Year
696,Austria,GDP growth (annual %),Europe & Central Asia,696.0,696.0,,,1960.0
697,Austria,GDP growth (annual %),Europe & Central Asia,697.0,697.0,,5.5379793168452505,1961.0
698,Austria,GDP growth (annual %),Europe & Central Asia,698.0,698.0,,2.64867511295262,1962.0
699,Austria,GDP growth (annual %),Europe & Central Asia,699.0,699.0,,4.13826758157036,1963.0
700,Austria,GDP growth (annual %),Europe & Central Asia,700.0,700.0,,6.12435373762833,1964.0
701,Austria,GDP growth (annual %),Europe & Central Asia,701.0,701.0,,3.4801749179956096,1965.0
702,Austria,GDP growth (annual %),Europe & Central Asia,702.0,702.0,,5.642861410932679,1966.0
703,Austria,GDP growth (annual %),Europe & Central Asia,703.0,703.0,,3.0080477977549305,1967.0
704,Austria,GDP growth (annual %),Europe & Central Asia,704.0,704.0,,4.4723127824606905,1968.0
705,Austria,GDP growth (annual %),Europe & Central Asia,705.0,705.0,,6.2758671660702,1969.0
706,Austria,GDP growth (annual %),Europe & Central Asia,706.0,706.0,,6.32114254507779,1970.0
707,Austria,GDP growth (annual %),Europe & Central Asia,707.0,707.0,,5.11496871403365,1971.0
708,Austria,GDP growth (annual %),Europe & Central Asia,708.0,708.0,,6.20786098645996,1972.0
709,Austria,GDP growth (annual %),Europe & Central Asia,709.0,709.0,,4.89043542507672,1973.0
710,Austria,GDP growth (annual %),Europe & Central Asia,710.0,710.0,,3.9421381393955497,1974.0
711,Austria,GDP growth (annual %),Europe & Central Asia,711.0,711.0,,-0.363735739528678,1975.0
712,Austria,GDP growth (annual %),Europe & Central Asia,712.0,712.0,,4.5784454031328305,1976.0
713,Austria,GDP growth (annual %),Europe & Central Asia,713.0,713.0,,5.07998079916527,1977.0
714,Austria,GDP growth (annual %),Europe & Central Asia,714.0,714.0,,-0.210653450960095,1978.0
715,Austria,GDP growth (annual %),Europe & Central Asia,715.0,715.0,,5.35669983130138,1979.0
716,Austria,GDP growth (annual %),Europe & Central Asia,716.0,716.0,,1.73148542809489,1980.0
717,Austria,GDP growth (annual %),Europe & Central Asia,717.0,717.0,,-0.14429451836284102,1981.0
718,Austria,GDP growth (annual %),Europe & Central Asia,718.0,718.0,,2.01125436553259,1982.0
719,Austria,GDP growth (annual %),Europe & Central Asia,719.0,719.0,,2.973088020551629,1983.0
720,Austria,GDP growth (annual %),Europe & Central Asia,720.0,720.0,,0.0512752525777955,1984.0
721,Austria,GDP growth (annual %),Europe & Central Asia,721.0,721.0,,2.4986784712659,1985.0
722,Austria,GDP growth (annual %),Europe & Central Asia,722.0,722.0,,2.30139280099837,1986.0
723,Austria,GDP growth (annual %),Europe & Central Asia,723.0,723.0,,1.3571679843992799,1987.0
724,Austria,GDP growth (annual %),Europe & Central Asia,724.0,724.0,,3.2958802074068796,1988.0
725,Austria,GDP growth (annual %),Europe & Central Asia,725.0,725.0,,3.8870747877017795,1989.0
726,Austria,GDP growth (annual %),Europe & Central Asia,726.0,726.0,,4.34564156052724,1990.0
727,Austria,GDP growth (annual %),Europe & Central Asia,727.0,727.0,,3.4416273923267204,1991.0
728,Austria,GDP growth (annual %),Europe & Central Asia,728.0,728.0,,2.0935247232046397,1992.0
729,Austria,GDP growth (annual %),Europe & Central Asia,729.0,729.0,,0.526809482420504,1993.0
730,Austria,GDP growth (annual %),Europe & Central Asia,730.0,730.0,,2.4021187634042596,1994.0
731,Austria,GDP growth (annual %),Europe & Central Asia,731.0,731.0,,2.66798366552709,1995.0
732,Austria,GDP growth (annual %),Europe & Central Asia,732.0,732.0,,2.3495350967266098,1996.0
733,Austria,GDP growth (annual %),Europe & Central Asia,733.0,733.0,,2.09359647615659,1997.0
734,Austria,GDP growth (annual %),Europe & Central Asia,734.0,734.0,,3.5814310090736403,1998.0
735,Austria,GDP growth (annual %),Europe & Central Asia,735.0,735.0,,3.55633024060906,1999.0
736,Austria,GDP growth (annual %),Europe & Central Asia,736.0,736.0,,3.37572197324998,2000.0
737,Austria,GDP growth (annual %),Europe & Central Asia,737.0,737.0,,1.26717046902299,2001.0
738,Austria,GDP growth (annual %),Europe & Central Asia,738.0,738.0,,1.6515494073389199,2002.0
739,Austria,GDP growth (annual %),Europe & Central Asia,739.0,739.0,,0.9414733119992752,2003.0
740,Austria,GDP growth (annual %),Europe & Central Asia,740.0,740.0,,2.73511851844388,2004.0
741,Austria,GDP growth (annual %),Europe & Central Asia,741.0,741.0,,2.2440668122355403,2005.0
742,Austria,GDP growth (annual %),Europe & Central Asia,742.0,742.0,,3.4540410323043704,2006.0
743,Austria,GDP growth (annual %),Europe & Central Asia,743.0,743.0,,3.7274151755296896,2007.0
744,Austria,GDP growth (annual %),Europe & Central Asia,744.0,744.0,,1.4604251931814098,2008.0
745,Austria,GDP growth (annual %),Europe & Central Asia,745.0,745.0,,-3.7645804830808802,2009.0
746,Austria,GDP growth (annual %),Europe & Central Asia,746.0,746.0,,1.83709459152502,2010.0
747,Austria,GDP growth (annual %),Europe & Central Asia,747.0,747.0,,2.92279763636382,2011.0
748,Austria,GDP growth (annual %),Europe & Central Asia,748.0,748.0,,0.68044437424868,2012.0
749,Austria,GDP growth (annual %),Europe & Central Asia,749.0,749.0,,0.0255041006158336,2013.0
750,Austria,GDP growth (annual %),Europe & Central Asia,750.0,750.0,,0.8287338753779209,2014.0
751,Austria,GDP growth (annual %),Europe & Central Asia,751.0,751.0,,1.09185423166194,2015.0
752,Austria,GDP growth (annual %),Europe & Central Asia,752.0,752.0,,1.4509154382148501,2016.0
753,Austria,GDP growth (annual %),Europe & Central Asia,753.0,753.0,,3.0352726788756903,2017.0
3074,Germany,GDP growth (annual %),Europe & Central Asia,3074.0,3074.0,,,1960.0
3075,Germany,GDP growth (annual %),Europe & Central Asia,3075.0,3075.0,,,1961.0
3076,Germany,GDP growth (annual %),Europe & Central Asia,3076.0,3076.0,,,1962.0
3077,Germany,GDP growth (annual %),Europe & Central Asia,3077.0,3077.0,,,1963.0
3078,Germany,GDP growth (annual %),Europe & Central Asia,3078.0,3078.0,,,1964.0
3079,Germany,GDP growth (annual %),Europe & Central Asia,3079.0,3079.0,,,1965.0
3080,Germany,GDP growth (annual %),Europe & Central Asia,3080.0,3080.0,,,1966.0
3081,Germany,GDP growth (annual %),Europe & Central Asia,3081.0,3081.0,,,1967.0
3082,Germany,GDP growth (annual %),Europe & Central Asia,3082.0,3082.0,,,1968.0
3083,Germany,GDP growth (annual %),Europe & Central Asia,3083.0,3083.0,,,1969.0
3084,Germany,GDP growth (annual %),Europe & Central Asia,3084.0,3084.0,,,1970.0
3085,Germany,GDP growth (annual %),Europe & Central Asia,3085.0,3085.0,,3.13269975367778,1971.0
3086,Germany,GDP growth (annual %),Europe & Central Asia,3086.0,3086.0,,4.30034129410552,1972.0
3087,Germany,GDP growth (annual %),Europe & Central Asia,3087.0,3087.0,,4.7774869132114,1973.0
3088,Germany,GDP growth (annual %),Europe & Central Asia,3088.0,3088.0,,0.890068704199294,1974.0
3089,Germany,GDP growth (annual %),Europe & Central Asia,3089.0,3089.0,,-0.866738895212265,1975.0
3090,Germany,GDP growth (annual %),Europe & Central Asia,3090.0,3090.0,,4.94925839213008,1976.0
3091,Germany,GDP growth (annual %),Europe & Central Asia,3091.0,3091.0,,3.3472180880346696,1977.0
3092,Germany,GDP growth (annual %),Europe & Central Asia,3092.0,3092.0,,3.0084928768685297,1978.0
3093,Germany,GDP growth (annual %),Europe & Central Asia,3093.0,3093.0,,4.1503633330354,1979.0
3094,Germany,GDP growth (annual %),Europe & Central Asia,3094.0,3094.0,,1.4088286592460302,1980.0
3095,Germany,GDP growth (annual %),Europe & Central Asia,3095.0,3095.0,,0.529240537221568,1981.0
3096,Germany,GDP growth (annual %),Europe & Central Asia,3096.0,3096.0,,-0.394840745632834,1982.0
3097,Germany,GDP growth (annual %),Europe & Central Asia,3097.0,3097.0,,1.57241014934053,1983.0
3098,Germany,GDP growth (annual %),Europe & Central Asia,3098.0,3098.0,,2.8229478341374503,1984.0
3099,Germany,GDP growth (annual %),Europe & Central Asia,3099.0,3099.0,,2.32793521988923,1985.0
3100,Germany,GDP growth (annual %),Europe & Central Asia,3100.0,3100.0,,2.2873392689723198,1986.0
3101,Germany,GDP growth (annual %),Europe & Central Asia,3101.0,3101.0,,1.4021515740941295,1987.0
3102,Germany,GDP growth (annual %),Europe & Central Asia,3102.0,3102.0,,3.7072356687243198,1988.0
3103,Germany,GDP growth (annual %),Europe & Central Asia,3103.0,3103.0,,3.8965517241943197,1989.0
3104,Germany,GDP growth (annual %),Europe & Central Asia,3104.0,3104.0,,5.25500608609781,1990.0
3105,Germany,GDP growth (annual %),Europe & Central Asia,3105.0,3105.0,,5.108261507945572,1991.0
3106,Germany,GDP growth (annual %),Europe & Central Asia,3106.0,3106.0,,1.92380701113764,1992.0
3107,Germany,GDP growth (annual %),Europe & Central Asia,3107.0,3107.0,,-0.956165307017542,1993.0
3108,Germany,GDP growth (annual %),Europe & Central Asia,3108.0,3108.0,,2.45737182000684,1994.0
3109,Germany,GDP growth (annual %),Europe & Central Asia,3109.0,3109.0,,1.7376406312156298,1995.0
3110,Germany,GDP growth (annual %),Europe & Central Asia,3110.0,3110.0,,0.8178976170142109,1996.0
3111,Germany,GDP growth (annual %),Europe & Central Asia,3111.0,3111.0,,1.84920066980847,1997.0
3112,Germany,GDP growth (annual %),Europe & Central Asia,3112.0,3112.0,,1.97961840703675,1998.0
3113,Germany,GDP growth (annual %),Europe & Central Asia,3113.0,3113.0,,1.9871349492866104,1999.0
3114,Germany,GDP growth (annual %),Europe & Central Asia,3114.0,3114.0,,2.9620453678452403,2000.0
3115,Germany,GDP growth (annual %),Europe & Central Asia,3115.0,3115.0,,1.69547145188611,2001.0
3116,Germany,GDP growth (annual %),Europe & Central Asia,3116.0,3116.0,,0.0,2002.0
3117,Germany,GDP growth (annual %),Europe & Central Asia,3117.0,3117.0,,-0.7099061718807891,2003.0
3118,Germany,GDP growth (annual %),Europe & Central Asia,3118.0,3118.0,,1.16997041286515,2004.0
3119,Germany,GDP growth (annual %),Europe & Central Asia,3119.0,3119.0,,0.7067139481002299,2005.0
3120,Germany,GDP growth (annual %),Europe & Central Asia,3120.0,3120.0,,3.7001595720548397,2006.0
3121,Germany,GDP growth (annual %),Europe & Central Asia,3121.0,3121.0,,3.26053529682157,2007.0
3122,Germany,GDP growth (annual %),Europe & Central Asia,3122.0,3122.0,,1.0823154039190501,2008.0
3123,Germany,GDP growth (annual %),Europe & Central Asia,3123.0,3123.0,,-5.61886043465857,2009.0
3124,Germany,GDP growth (annual %),Europe & Central Asia,3124.0,3124.0,,4.07993330487069,2010.0
3125,Germany,GDP growth (annual %),Europe & Central Asia,3125.0,3125.0,,3.66000015503516,2011.0
3126,Germany,GDP growth (annual %),Europe & Central Asia,3126.0,3126.0,,0.49199282913805603,2012.0
3127,Germany,GDP growth (annual %),Europe & Central Asia,3127.0,3127.0,,0.489584482494635,2013.0
3128,Germany,GDP growth (annual %),Europe & Central Asia,3128.0,3128.0,,1.9296904098075802,2014.0
3129,Germany,GDP growth (annual %),Europe & Central Asia,3129.0,3129.0,,1.7432053936599299,2015.0
3130,Germany,GDP growth (annual %),Europe & Central Asia,3130.0,3130.0,,1.94362542781317,2016.0
3131,Germany,GDP growth (annual %),Europe & Central Asia,3131.0,3131.0,,2.2228247553612004,2017.0
3248,Denmark,GDP growth (annual %),Europe & Central Asia,3248.0,3248.0,,,1960.0
3249,Denmark,GDP growth (annual %),Europe & Central Asia,3249.0,3249.0,,6.378832475573961,1961.0
3250,Denmark,GDP growth (annual %),Europe & Central Asia,3250.0,3250.0,,5.66682217271799,1962.0
3251,Denmark,GDP growth (annual %),Europe & Central Asia,3251.0,3251.0,,0.637021234202422,1963.0
3252,Denmark,GDP growth (annual %),Europe & Central Asia,3252.0,3252.0,,9.26993821451796,1964.0
3253,Denmark,GDP growth (annual %),Europe & Central Asia,3253.0,3253.0,,4.55525481407099,1965.0
3254,Denmark,GDP growth (annual %),Europe & Central Asia,3254.0,3254.0,,2.7409101090323698,1966.0
3255,Denmark,GDP growth (annual %),Europe & Central Asia,3255.0,3255.0,,3.42160509181338,1967.0
3256,Denmark,GDP growth (annual %),Europe & Central Asia,3256.0,3256.0,,3.9749477020775097,1968.0
3257,Denmark,GDP growth (annual %),Europe & Central Asia,3257.0,3257.0,,6.32248500839432,1969.0
3258,Denmark,GDP growth (annual %),Europe & Central Asia,3258.0,3258.0,,2.7352181177912795,1970.0
3259,Denmark,GDP growth (annual %),Europe & Central Asia,3259.0,3259.0,,3.00503299618597,1971.0
3260,Denmark,GDP growth (annual %),Europe & Central Asia,3260.0,3260.0,,3.9293438250383597,1972.0
3261,Denmark,GDP growth (annual %),Europe & Central Asia,3261.0,3261.0,,4.09292523611968,1973.0
3262,Denmark,GDP growth (annual %),Europe & Central Asia,3262.0,3262.0,,-1.1224116640078798,1974.0
3263,Denmark,GDP growth (annual %),Europe & Central Asia,3263.0,3263.0,,-1.45654173447139,1975.0
3264,Denmark,GDP growth (annual %),Europe & Central Asia,3264.0,3264.0,,5.92457456657083,1976.0
3265,Denmark,GDP growth (annual %),Europe & Central Asia,3265.0,3265.0,,1.87028858991476,1977.0
3266,Denmark,GDP growth (annual %),Europe & Central Asia,3266.0,3266.0,,2.22630861034912,1978.0
3267,Denmark,GDP growth (annual %),Europe & Central Asia,3267.0,3267.0,,3.86905642439699,1979.0
3268,Denmark,GDP growth (annual %),Europe & Central Asia,3268.0,3268.0,,-0.48299225427400894,1980.0
3269,Denmark,GDP growth (annual %),Europe & Central Asia,3269.0,3269.0,,-0.666133022433087,1981.0
3270,Denmark,GDP growth (annual %),Europe & Central Asia,3270.0,3270.0,,3.68465082595613,1982.0
3271,Denmark,GDP growth (annual %),Europe & Central Asia,3271.0,3271.0,,2.5960612123906897,1983.0
3272,Denmark,GDP growth (annual %),Europe & Central Asia,3272.0,3272.0,,4.16615126247693,1984.0
3273,Denmark,GDP growth (annual %),Europe & Central Asia,3273.0,3273.0,,4.003685575030319,1985.0
3274,Denmark,GDP growth (annual %),Europe & Central Asia,3274.0,3274.0,,4.90425268590032,1986.0
3275,Denmark,GDP growth (annual %),Europe & Central Asia,3275.0,3275.0,,0.254226111881735,1987.0
3276,Denmark,GDP growth (annual %),Europe & Central Asia,3276.0,3276.0,,-0.0136300024882701,1988.0
3277,Denmark,GDP growth (annual %),Europe & Central Asia,3277.0,3277.0,,0.645214979195558,1989.0
